,index,prediction
1466,1466,<=50K
1467,1467,<=50K
1468,1468,<=50K
1469,1469,>50K
1470,1470,<=50K
1471,1471,>50K
1472,1472,<=50K
1473,1473,<=50K
1474,1474,<=50K
1475,1475,<=50K
1476,1476,<=50K
1477,1477,>50K
1478,1478,>50K
1479,1479,<=50K
1480,1480,<=50K
1481,1481,<=50K
1482,1482,<=50K
1483,1483,<=50K
1484,1484,<=50K
1485,1485,<=50K
1486,1486,>50K
1487,1487,<=50K
1488,1488,<=50K
1489,1489,<=50K
1490,1490,<=50K
1491,1491,<=50K
1492,1492,<=50K
1493,1493,<=50K
1494,1494,<=50K
1495,1495,<=50K
1496,1496,<=50K
1497,1497,<=50K
1498,1498,<=50K
1499,1499,<=50K
1500,1500,<=50K
1501,1501,<=50K
1502,1502,<=50K
1503,1503,<=50K
1504,1504,<=50K
1505,1505,<=50K
1506,1506,>50K
1507,1507,>50K
1508,1508,<=50K
1509,1509,>50K
1510,1510,<=50K
1511,1511,<=50K
1512,1512,<=50K
1513,1513,<=50K
1514,1514,<=50K
1515,1515,<=50K
1516,1516,<=50K
1517,1517,<=50K
1518,1518,<=50K
1519,1519,<=50K
1520,1520,<=50K
1521,1521,>50K
1522,1522,<=50K
1523,1523,<=50K
1524,1524,<=50K
1525,1525,<=50K
1526,1526,<=50K
1527,1527,<=50K
1528,1528,<=50K
1529,1529,<=50K
1530,1530,<=50K
1531,1531,<=50K
1532,1532,<=50K
1533,1533,<=50K
1534,1534,<=50K
1535,1535,<=50K
1536,1536,<=50K
1537,1537,<=50K
1538,1538,<=50K
1539,1539,<=50K
1540,1540,>50K
1541,1541,<=50K
1542,1542,<=50K
1543,1543,<=50K
1544,1544,<=50K
1545,1545,<=50K
1546,1546,<=50K
1547,1547,<=50K
1548,1548,<=50K
1549,1549,>50K
1550,1550,<=50K
1551,1551,>50K
1552,1552,<=50K
1553,1553,<=50K
1554,1554,<=50K
1555,1555,<=50K
1556,1556,<=50K
1557,1557,<=50K
1558,1558,<=50K
1559,1559,<=50K
1560,1560,<=50K
1561,1561,<=50K
1562,1562,<=50K
1563,1563,<=50K
1564,1564,<=50K
1565,1565,<=50K
1566,1566,>50K
1567,1567,<=50K
1568,1568,<=50K
1569,1569,<=50K
1570,1570,<=50K
1571,1571,<=50K
1572,1572,<=50K
1573,1573,<=50K
1574,1574,<=50K
1575,1575,<=50K
1576,1576,<=50K
1577,1577,<=50K
1578,1578,>50K
1579,1579,<=50K
1580,1580,<=50K
1581,1581,<=50K
1582,1582,>50K
1583,1583,<=50K
1584,1584,<=50K
1585,1585,<=50K
1586,1586,<=50K
1587,1587,<=50K
1588,1588,>50K
1589,1589,<=50K
1590,1590,<=50K
1591,1591,>50K
1592,1592,<=50K
1593,1593,<=50K
1594,1594,<=50K
1595,1595,>50K
1596,1596,<=50K
1597,1597,<=50K
1598,1598,<=50K
1599,1599,<=50K
1600,1600,<=50K
1601,1601,<=50K
1602,1602,<=50K
1603,1603,<=50K
1604,1604,<=50K
1605,1605,<=50K
1606,1606,<=50K
1607,1607,<=50K
1608,1608,>50K
1609,1609,<=50K
1610,1610,<=50K
1611,1611,<=50K
1612,1612,<=50K
1613,1613,<=50K
1614,1614,<=50K
1615,1615,>50K
1616,1616,<=50K
1617,1617,<=50K
1618,1618,<=50K
1619,1619,<=50K
1620,1620,<=50K
1621,1621,<=50K
1622,1622,<=50K
1623,1623,<=50K
1624,1624,<=50K
1625,1625,<=50K
1626,1626,<=50K
1627,1627,<=50K
1628,1628,<=50K
1629,1629,<=50K
1630,1630,<=50K
1631,1631,<=50K
1632,1632,<=50K
1633,1633,<=50K
1634,1634,<=50K
1635,1635,<=50K
1636,1636,<=50K
1637,1637,<=50K
1638,1638,<=50K
1639,1639,<=50K
1640,1640,<=50K
1641,1641,<=50K
1642,1642,<=50K
1643,1643,<=50K
1644,1644,<=50K
1645,1645,<=50K
1646,1646,>50K
1647,1647,<=50K
1648,1648,<=50K
1649,1649,<=50K
1650,1650,<=50K
1651,1651,<=50K
1652,1652,<=50K
1653,1653,<=50K
1654,1654,<=50K
1655,1655,<=50K
1656,1656,<=50K
1657,1657,<=50K
1658,1658,<=50K
1659,1659,<=50K
1660,1660,<=50K
1661,1661,<=50K
1662,1662,<=50K
1663,1663,<=50K
1664,1664,<=50K
1665,1665,<=50K
1666,1666,<=50K
1667,1667,>50K
1668,1668,<=50K
1669,1669,<=50K
1670,1670,<=50K
1671,1671,<=50K
1672,1672,<=50K
1673,1673,<=50K
1674,1674,<=50K
1675,1675,<=50K
1676,1676,<=50K
1677,1677,<=50K
1678,1678,<=50K
1679,1679,<=50K
1680,1680,>50K
1681,1681,<=50K
1682,1682,<=50K
1683,1683,<=50K
1684,1684,>50K
1685,1685,<=50K
1686,1686,<=50K
1687,1687,>50K
1688,1688,<=50K
1689,1689,<=50K
1690,1690,<=50K
1691,1691,<=50K
1692,1692,<=50K
1693,1693,>50K
1694,1694,>50K
1695,1695,<=50K
1696,1696,<=50K
1697,1697,<=50K
1698,1698,<=50K
1699,1699,<=50K
1700,1700,<=50K
1701,1701,<=50K
1702,1702,<=50K
1703,1703,<=50K
1704,1704,<=50K
1705,1705,<=50K
1706,1706,<=50K
1707,1707,<=50K
1708,1708,<=50K
1709,1709,<=50K
1710,1710,<=50K
1711,1711,<=50K
1712,1712,>50K
1713,1713,<=50K
1714,1714,<=50K
1715,1715,>50K
1716,1716,>50K
1717,1717,<=50K
1718,1718,<=50K
1719,1719,<=50K
1720,1720,<=50K
1721,1721,<=50K
1722,1722,<=50K
1723,1723,<=50K
1724,1724,<=50K
1725,1725,<=50K
1726,1726,>50K
1727,1727,<=50K
1728,1728,<=50K
1729,1729,<=50K
1730,1730,<=50K
1731,1731,>50K
1732,1732,<=50K
1733,1733,<=50K
1734,1734,<=50K
1735,1735,<=50K
1736,1736,<=50K
1737,1737,<=50K
1738,1738,>50K
1739,1739,<=50K
1740,1740,<=50K
1741,1741,<=50K
1742,1742,<=50K
1743,1743,<=50K
1744,1744,<=50K
1745,1745,<=50K
1746,1746,<=50K
1747,1747,<=50K
1748,1748,>50K
1749,1749,<=50K
1750,1750,<=50K
1751,1751,<=50K
1752,1752,<=50K
1753,1753,<=50K
1754,1754,<=50K
1755,1755,<=50K
1756,1756,<=50K
1757,1757,<=50K
1758,1758,<=50K
1759,1759,>50K
1760,1760,<=50K
1761,1761,<=50K
1762,1762,>50K
1763,1763,<=50K
1764,1764,<=50K
1765,1765,<=50K
1766,1766,<=50K
1767,1767,<=50K
1768,1768,<=50K
1769,1769,>50K
1770,1770,<=50K
1771,1771,<=50K
1772,1772,<=50K
1773,1773,<=50K
1774,1774,<=50K
1775,1775,<=50K
1776,1776,<=50K
1777,1777,>50K
1778,1778,<=50K
1779,1779,<=50K
1780,1780,>50K
1781,1781,<=50K
1782,1782,<=50K
1783,1783,<=50K
1784,1784,<=50K
1785,1785,<=50K
1786,1786,<=50K
1787,1787,<=50K
1788,1788,<=50K
1789,1789,<=50K
1790,1790,>50K
1791,1791,<=50K
1792,1792,<=50K
1793,1793,<=50K
1794,1794,<=50K
1795,1795,<=50K
1796,1796,<=50K
1797,1797,<=50K
1798,1798,<=50K
1799,1799,<=50K
1800,1800,<=50K
1801,1801,<=50K
1802,1802,<=50K
1803,1803,<=50K
1804,1804,>50K
1805,1805,<=50K
1806,1806,<=50K
1807,1807,<=50K
1808,1808,>50K
1809,1809,<=50K
1810,1810,<=50K
1811,1811,<=50K
1812,1812,<=50K
1813,1813,<=50K
1814,1814,<=50K
1815,1815,<=50K
1816,1816,<=50K
1817,1817,<=50K
1818,1818,<=50K
1819,1819,<=50K
1820,1820,<=50K
1821,1821,<=50K
1822,1822,<=50K
1823,1823,<=50K
1824,1824,<=50K
1825,1825,<=50K
1826,1826,<=50K
1827,1827,<=50K
1828,1828,<=50K
1829,1829,<=50K
1830,1830,<=50K
1831,1831,<=50K
1832,1832,<=50K
1833,1833,<=50K
1834,1834,>50K
1835,1835,<=50K
1836,1836,<=50K
1837,1837,<=50K
1838,1838,<=50K
1839,1839,<=50K
1840,1840,<=50K
1841,1841,<=50K
1842,1842,<=50K
1843,1843,<=50K
1844,1844,<=50K
1845,1845,<=50K
1846,1846,<=50K
1847,1847,<=50K
1848,1848,<=50K
1849,1849,<=50K
1850,1850,<=50K
1851,1851,<=50K
1852,1852,<=50K
1853,1853,<=50K
1854,1854,<=50K
1855,1855,<=50K
1856,1856,<=50K
1857,1857,>50K
1858,1858,<=50K
1859,1859,<=50K
1860,1860,<=50K
1861,1861,<=50K
1862,1862,<=50K
1863,1863,<=50K
1864,1864,<=50K
1865,1865,<=50K
1866,1866,<=50K
1867,1867,<=50K
1868,1868,<=50K
1869,1869,<=50K
1870,1870,>50K
1871,1871,<=50K
1872,1872,>50K
1873,1873,<=50K
1874,1874,<=50K
1875,1875,<=50K
1876,1876,>50K
1877,1877,<=50K
1878,1878,>50K
1879,1879,<=50K
1880,1880,<=50K
1881,1881,<=50K
1882,1882,<=50K
1883,1883,<=50K
1884,1884,<=50K
1885,1885,<=50K
1886,1886,>50K
1887,1887,<=50K
1888,1888,<=50K
1889,1889,>50K
1890,1890,<=50K
1891,1891,<=50K
1892,1892,<=50K
1893,1893,<=50K
1894,1894,<=50K
1895,1895,<=50K
1896,1896,>50K
1897,1897,>50K
1898,1898,<=50K
1899,1899,>50K
1900,1900,<=50K
1901,1901,<=50K
1902,1902,<=50K
1903,1903,<=50K
1904,1904,<=50K
1905,1905,<=50K
1906,1906,<=50K
1907,1907,<=50K
1908,1908,<=50K
1909,1909,<=50K
1910,1910,<=50K
1911,1911,<=50K
1912,1912,<=50K
1913,1913,<=50K
1914,1914,>50K
1915,1915,>50K
1916,1916,<=50K
1917,1917,<=50K
1918,1918,<=50K
1919,1919,>50K
1920,1920,<=50K
1921,1921,<=50K
1922,1922,<=50K
1923,1923,<=50K
1924,1924,<=50K
1925,1925,<=50K
1926,1926,<=50K
1927,1927,<=50K
1928,1928,<=50K
1929,1929,<=50K
1930,1930,>50K
1931,1931,<=50K
1932,1932,<=50K
1933,1933,>50K
1934,1934,>50K
1935,1935,<=50K
1936,1936,<=50K
1937,1937,<=50K
1938,1938,<=50K
1939,1939,<=50K
1940,1940,<=50K
1941,1941,>50K
1942,1942,>50K
1943,1943,<=50K
1944,1944,<=50K
1945,1945,<=50K
1946,1946,<=50K
1947,1947,<=50K
1948,1948,<=50K
1949,1949,<=50K
1950,1950,<=50K
1951,1951,<=50K
1952,1952,<=50K
1953,1953,<=50K
1954,1954,<=50K
1955,1955,<=50K
1956,1956,>50K
1957,1957,<=50K
1958,1958,<=50K
1959,1959,>50K
1960,1960,>50K
1961,1961,>50K
1962,1962,<=50K
1963,1963,<=50K
1964,1964,<=50K
1965,1965,<=50K
1966,1966,<=50K
1967,1967,<=50K
1968,1968,<=50K
1969,1969,<=50K
1970,1970,>50K
1971,1971,<=50K
1972,1972,<=50K
1973,1973,<=50K
1974,1974,<=50K
1975,1975,<=50K
1976,1976,>50K
1977,1977,<=50K
1978,1978,<=50K
1979,1979,<=50K
1980,1980,<=50K
1981,1981,<=50K
1982,1982,<=50K
1983,1983,<=50K
1984,1984,<=50K
1985,1985,<=50K
1986,1986,<=50K
1987,1987,>50K
1988,1988,<=50K
1989,1989,<=50K
1990,1990,<=50K
1991,1991,<=50K
1992,1992,<=50K
1993,1993,<=50K
1994,1994,<=50K
1995,1995,<=50K
1996,1996,<=50K
1997,1997,<=50K
1998,1998,<=50K
1999,1999,<=50K
2000,2000,>50K
2001,2001,<=50K
2002,2002,<=50K
2003,2003,<=50K
2004,2004,<=50K
2005,2005,<=50K
2006,2006,<=50K
2007,2007,<=50K
2008,2008,<=50K
2009,2009,<=50K
2010,2010,<=50K
2011,2011,<=50K
2012,2012,<=50K
2013,2013,<=50K
2014,2014,<=50K
2015,2015,<=50K
2016,2016,<=50K
2017,2017,<=50K
2018,2018,<=50K
2019,2019,>50K
2020,2020,<=50K
2021,2021,<=50K
2022,2022,<=50K
2023,2023,<=50K
2024,2024,<=50K
2025,2025,<=50K
2026,2026,<=50K
2027,2027,<=50K
2028,2028,<=50K
2029,2029,<=50K
2030,2030,<=50K
2031,2031,<=50K
2032,2032,<=50K
2033,2033,<=50K
2034,2034,<=50K
2035,2035,<=50K
2036,2036,<=50K
2037,2037,<=50K
2038,2038,>50K
2039,2039,<=50K
2040,2040,<=50K
2041,2041,<=50K
2042,2042,>50K
2043,2043,<=50K
2044,2044,<=50K
2045,2045,<=50K
2046,2046,<=50K
2047,2047,<=50K
2048,2048,>50K
2049,2049,<=50K
2050,2050,<=50K
2051,2051,<=50K
2052,2052,<=50K
2053,2053,<=50K
2054,2054,<=50K
2055,2055,<=50K
2056,2056,<=50K
2057,2057,>50K
2058,2058,<=50K
2059,2059,<=50K
2060,2060,<=50K
2061,2061,<=50K
2062,2062,<=50K
2063,2063,>50K
2064,2064,<=50K
2065,2065,<=50K
2066,2066,<=50K
2067,2067,<=50K
2068,2068,<=50K
2069,2069,<=50K
2070,2070,<=50K
2071,2071,<=50K
2072,2072,<=50K
2073,2073,<=50K
2074,2074,<=50K
2075,2075,<=50K
2076,2076,<=50K
2077,2077,<=50K
2078,2078,<=50K
2079,2079,<=50K
2080,2080,<=50K
2081,2081,<=50K
2082,2082,<=50K
2083,2083,<=50K
2084,2084,<=50K
2085,2085,<=50K
2086,2086,<=50K
2087,2087,<=50K
2088,2088,<=50K
2089,2089,<=50K
2090,2090,<=50K
2091,2091,<=50K
2092,2092,>50K
2093,2093,>50K
2094,2094,<=50K
2095,2095,>50K
2096,2096,<=50K
2097,2097,<=50K
2098,2098,<=50K
2099,2099,<=50K
2100,2100,<=50K
2101,2101,>50K
2102,2102,<=50K
2103,2103,<=50K
2104,2104,<=50K
2105,2105,<=50K
2106,2106,<=50K
2107,2107,<=50K
2108,2108,<=50K
2109,2109,<=50K
2110,2110,<=50K
2111,2111,<=50K
2112,2112,<=50K
2113,2113,<=50K
2114,2114,<=50K
2115,2115,<=50K
2116,2116,<=50K
2117,2117,<=50K
2118,2118,<=50K
2119,2119,<=50K
2120,2120,>50K
2121,2121,<=50K
2122,2122,<=50K
2123,2123,<=50K
2124,2124,<=50K
2125,2125,<=50K
2126,2126,<=50K
2127,2127,<=50K
2128,2128,<=50K
2129,2129,<=50K
2130,2130,<=50K
2131,2131,<=50K
2132,2132,<=50K
2133,2133,<=50K
2134,2134,<=50K
2135,2135,<=50K
2136,2136,<=50K
2137,2137,<=50K
2138,2138,<=50K
2139,2139,<=50K
2140,2140,<=50K
2141,2141,<=50K
2142,2142,<=50K
2143,2143,<=50K
2144,2144,<=50K
2145,2145,<=50K
2146,2146,<=50K
2147,2147,<=50K
2148,2148,<=50K
2149,2149,<=50K
2150,2150,<=50K
2151,2151,<=50K
2152,2152,<=50K
2153,2153,>50K
2154,2154,<=50K
2155,2155,<=50K
2156,2156,<=50K
2157,2157,<=50K
2158,2158,<=50K
2159,2159,<=50K
2160,2160,<=50K
2161,2161,<=50K
2162,2162,<=50K
2163,2163,<=50K
2164,2164,<=50K
2165,2165,<=50K
2166,2166,<=50K
2167,2167,<=50K
2168,2168,<=50K
2169,2169,<=50K
2170,2170,<=50K
2171,2171,<=50K
2172,2172,<=50K
2173,2173,<=50K
2174,2174,<=50K
2175,2175,<=50K
2176,2176,>50K
2177,2177,<=50K
2178,2178,<=50K
2179,2179,<=50K
2180,2180,<=50K
2181,2181,<=50K
2182,2182,<=50K
2183,2183,<=50K
2184,2184,<=50K
2185,2185,>50K
2186,2186,<=50K
2187,2187,<=50K
2188,2188,<=50K
2189,2189,<=50K
2190,2190,<=50K
2191,2191,<=50K
2192,2192,<=50K
2193,2193,<=50K
2194,2194,<=50K
2195,2195,<=50K
2196,2196,<=50K
2197,2197,<=50K
2198,2198,<=50K
2199,2199,<=50K
2200,2200,>50K
2201,2201,<=50K
2202,2202,<=50K
2203,2203,<=50K
2204,2204,<=50K
2205,2205,<=50K
2206,2206,<=50K
2207,2207,<=50K
2208,2208,<=50K
2209,2209,<=50K
2210,2210,<=50K
2211,2211,<=50K
2212,2212,<=50K
2213,2213,<=50K
2214,2214,<=50K
2215,2215,<=50K
2216,2216,<=50K
2217,2217,<=50K
2218,2218,<=50K
2219,2219,<=50K
2220,2220,<=50K
2221,2221,<=50K
2222,2222,<=50K
2223,2223,<=50K
2224,2224,<=50K
2225,2225,<=50K
2226,2226,>50K
2227,2227,<=50K
2228,2228,>50K
2229,2229,<=50K
2230,2230,<=50K
2231,2231,>50K
2232,2232,<=50K
2233,2233,>50K
2234,2234,<=50K
2235,2235,<=50K
2236,2236,<=50K
2237,2237,<=50K
2238,2238,<=50K
2239,2239,<=50K
2240,2240,<=50K
2241,2241,<=50K
2242,2242,<=50K
2243,2243,<=50K
2244,2244,<=50K
2245,2245,<=50K
2246,2246,<=50K
2247,2247,<=50K
2248,2248,>50K
2249,2249,<=50K
2250,2250,<=50K
2251,2251,<=50K
2252,2252,<=50K
2253,2253,<=50K
2254,2254,<=50K
2255,2255,<=50K
2256,2256,<=50K
2257,2257,<=50K
2258,2258,<=50K
2259,2259,<=50K
2260,2260,<=50K
2261,2261,<=50K
2262,2262,<=50K
2263,2263,<=50K
2264,2264,<=50K
2265,2265,<=50K
2266,2266,<=50K
2267,2267,<=50K
2268,2268,<=50K
2269,2269,<=50K
2270,2270,<=50K
2271,2271,<=50K
2272,2272,<=50K
2273,2273,<=50K
2274,2274,<=50K
2275,2275,>50K
2276,2276,<=50K
2277,2277,<=50K
2278,2278,>50K
2279,2279,<=50K
2280,2280,<=50K
2281,2281,<=50K
2282,2282,<=50K
2283,2283,<=50K
2284,2284,<=50K
2285,2285,<=50K
2286,2286,<=50K
2287,2287,<=50K
2288,2288,<=50K
2289,2289,<=50K
2290,2290,>50K
2291,2291,<=50K
2292,2292,<=50K
2293,2293,<=50K
2294,2294,<=50K
2295,2295,<=50K
2296,2296,<=50K
2297,2297,<=50K
2298,2298,<=50K
2299,2299,<=50K
2300,2300,<=50K
2301,2301,<=50K
2302,2302,>50K
2303,2303,<=50K
2304,2304,<=50K
2305,2305,<=50K
2306,2306,<=50K
2307,2307,<=50K
2308,2308,<=50K
2309,2309,<=50K
2310,2310,<=50K
2311,2311,>50K
2312,2312,<=50K
2313,2313,<=50K
2314,2314,<=50K
2315,2315,<=50K
2316,2316,<=50K
2317,2317,<=50K
2318,2318,<=50K
2319,2319,<=50K
2320,2320,<=50K
2321,2321,<=50K
2322,2322,>50K
2323,2323,>50K
2324,2324,<=50K
2325,2325,<=50K
2326,2326,<=50K
2327,2327,<=50K
2328,2328,<=50K
2329,2329,<=50K
2330,2330,<=50K
2331,2331,<=50K
2332,2332,<=50K
2333,2333,<=50K
2334,2334,<=50K
2335,2335,<=50K
2336,2336,<=50K
2337,2337,<=50K
2338,2338,<=50K
2339,2339,<=50K
2340,2340,<=50K
2341,2341,<=50K
2342,2342,<=50K
2343,2343,<=50K
2344,2344,<=50K
2345,2345,<=50K
2346,2346,<=50K
2347,2347,<=50K
2348,2348,<=50K
2349,2349,<=50K
2350,2350,<=50K
2351,2351,<=50K
2352,2352,<=50K
2353,2353,<=50K
2354,2354,<=50K
2355,2355,<=50K
2356,2356,<=50K
2357,2357,<=50K
2358,2358,<=50K
2359,2359,<=50K
2360,2360,<=50K
2361,2361,<=50K
2362,2362,<=50K
2363,2363,<=50K
2364,2364,<=50K
2365,2365,<=50K
2366,2366,<=50K
2367,2367,<=50K
2368,2368,<=50K
2369,2369,<=50K
2370,2370,<=50K
2371,2371,<=50K
2372,2372,<=50K
2373,2373,<=50K
2374,2374,<=50K
2375,2375,<=50K
2376,2376,>50K
2377,2377,<=50K
2378,2378,<=50K
2379,2379,<=50K
2380,2380,<=50K
2381,2381,<=50K
2382,2382,<=50K
2383,2383,<=50K
2384,2384,<=50K
2385,2385,<=50K
2386,2386,<=50K
2387,2387,<=50K
2388,2388,>50K
2389,2389,<=50K
2390,2390,<=50K
2391,2391,<=50K
2392,2392,<=50K
2393,2393,<=50K
2394,2394,<=50K
2395,2395,<=50K
2396,2396,<=50K
2397,2397,<=50K
2398,2398,<=50K
2399,2399,<=50K
2400,2400,<=50K
2401,2401,>50K
2402,2402,<=50K
2403,2403,>50K
2404,2404,>50K
2405,2405,<=50K
2406,2406,<=50K
2407,2407,<=50K
2408,2408,<=50K
2409,2409,<=50K
2410,2410,<=50K
2411,2411,<=50K
2412,2412,<=50K
2413,2413,<=50K
2414,2414,<=50K
2415,2415,<=50K
2416,2416,<=50K
2417,2417,<=50K
2418,2418,<=50K
2419,2419,<=50K
2420,2420,<=50K
2421,2421,<=50K
2422,2422,<=50K
2423,2423,<=50K
2424,2424,<=50K
2425,2425,<=50K
2426,2426,<=50K
2427,2427,<=50K
2428,2428,>50K
2429,2429,<=50K
2430,2430,<=50K
2431,2431,<=50K
2432,2432,<=50K
2433,2433,<=50K
2434,2434,<=50K
2435,2435,<=50K
2436,2436,<=50K
2437,2437,<=50K
2438,2438,<=50K
2439,2439,<=50K
2440,2440,<=50K
2441,2441,<=50K
2442,2442,<=50K
2443,2443,<=50K
2444,2444,<=50K
2445,2445,<=50K
2446,2446,<=50K
2447,2447,<=50K
2448,2448,<=50K
2449,2449,<=50K
2450,2450,<=50K
2451,2451,<=50K
2452,2452,<=50K
2453,2453,<=50K
2454,2454,<=50K
2455,2455,<=50K
2456,2456,<=50K
2457,2457,<=50K
2458,2458,<=50K
2459,2459,<=50K
2460,2460,<=50K
2461,2461,<=50K
2462,2462,<=50K
2463,2463,<=50K
2464,2464,<=50K
2465,2465,<=50K
2466,2466,<=50K
2467,2467,<=50K
2468,2468,<=50K
2469,2469,>50K
2470,2470,<=50K
2471,2471,<=50K
2472,2472,<=50K
2473,2473,<=50K
2474,2474,<=50K
2475,2475,<=50K
2476,2476,<=50K
2477,2477,<=50K
2478,2478,>50K
2479,2479,<=50K
2480,2480,<=50K
2481,2481,<=50K
2482,2482,<=50K
2483,2483,<=50K
2484,2484,<=50K
2485,2485,<=50K
2486,2486,<=50K
2487,2487,<=50K
2488,2488,<=50K
2489,2489,<=50K
2490,2490,<=50K
2491,2491,>50K
2492,2492,<=50K
2493,2493,<=50K
2494,2494,<=50K
2495,2495,<=50K
2496,2496,<=50K
2497,2497,<=50K
2498,2498,<=50K
2499,2499,<=50K
2500,2500,<=50K
2501,2501,>50K
2502,2502,<=50K
2503,2503,<=50K
2504,2504,<=50K
2505,2505,>50K
2506,2506,<=50K
2507,2507,<=50K
2508,2508,<=50K
2509,2509,<=50K
2510,2510,<=50K
2511,2511,<=50K
2512,2512,<=50K
2513,2513,>50K
2514,2514,>50K
2515,2515,<=50K
2516,2516,<=50K
2517,2517,<=50K
2518,2518,>50K
2519,2519,<=50K
2520,2520,<=50K
2521,2521,<=50K
2522,2522,<=50K
2523,2523,<=50K
2524,2524,<=50K
2525,2525,<=50K
2526,2526,<=50K
2527,2527,<=50K
2528,2528,<=50K
2529,2529,>50K
2530,2530,>50K
2531,2531,<=50K
2532,2532,<=50K
2533,2533,<=50K
2534,2534,<=50K
2535,2535,<=50K
2536,2536,<=50K
2537,2537,<=50K
2538,2538,<=50K
2539,2539,>50K
2540,2540,<=50K
2541,2541,<=50K
2542,2542,<=50K
2543,2543,<=50K
2544,2544,<=50K
2545,2545,<=50K
2546,2546,<=50K
2547,2547,<=50K
2548,2548,<=50K
2549,2549,<=50K
2550,2550,<=50K
2551,2551,<=50K
2552,2552,<=50K
2553,2553,<=50K
2554,2554,<=50K
2555,2555,<=50K
2556,2556,<=50K
2557,2557,<=50K
2558,2558,<=50K
2559,2559,<=50K
2560,2560,<=50K
2561,2561,<=50K
2562,2562,<=50K
2563,2563,<=50K
2564,2564,>50K
2565,2565,<=50K
2566,2566,<=50K
2567,2567,<=50K
2568,2568,<=50K
2569,2569,<=50K
2570,2570,<=50K
2571,2571,>50K
2572,2572,<=50K
2573,2573,<=50K
2574,2574,<=50K
2575,2575,<=50K
2576,2576,<=50K
2577,2577,<=50K
2578,2578,<=50K
2579,2579,<=50K
2580,2580,<=50K
2581,2581,<=50K
2582,2582,>50K
2583,2583,<=50K
2584,2584,<=50K
2585,2585,<=50K
2586,2586,<=50K
2587,2587,>50K
2588,2588,<=50K
2589,2589,<=50K
2590,2590,<=50K
2591,2591,<=50K
2592,2592,<=50K
2593,2593,<=50K
2594,2594,<=50K
2595,2595,<=50K
2596,2596,<=50K
2597,2597,<=50K
2598,2598,<=50K
2599,2599,<=50K
2600,2600,<=50K
2601,2601,<=50K
2602,2602,<=50K
2603,2603,>50K
2604,2604,<=50K
2605,2605,<=50K
2606,2606,>50K
2607,2607,<=50K
2608,2608,>50K
2609,2609,<=50K
2610,2610,<=50K
2611,2611,<=50K
2612,2612,<=50K
2613,2613,<=50K
2614,2614,<=50K
2615,2615,<=50K
2616,2616,<=50K
2617,2617,<=50K
2618,2618,<=50K
2619,2619,<=50K
2620,2620,<=50K
2621,2621,>50K
2622,2622,<=50K
2623,2623,>50K
2624,2624,<=50K
2625,2625,<=50K
2626,2626,<=50K
2627,2627,<=50K
2628,2628,<=50K
2629,2629,<=50K
2630,2630,<=50K
2631,2631,>50K
2632,2632,<=50K
2633,2633,<=50K
2634,2634,<=50K
2635,2635,<=50K
2636,2636,<=50K
2637,2637,<=50K
2638,2638,<=50K
2639,2639,>50K
2640,2640,<=50K
2641,2641,<=50K
2642,2642,<=50K
2643,2643,<=50K
2644,2644,<=50K
2645,2645,<=50K
2646,2646,>50K
2647,2647,<=50K
2648,2648,<=50K
2649,2649,<=50K
2650,2650,<=50K
2651,2651,<=50K
2652,2652,<=50K
2653,2653,<=50K
2654,2654,<=50K
2655,2655,<=50K
2656,2656,<=50K
2657,2657,<=50K
2658,2658,<=50K
2659,2659,<=50K
2660,2660,<=50K
2661,2661,<=50K
2662,2662,<=50K
2663,2663,<=50K
2664,2664,<=50K
2665,2665,<=50K
2666,2666,<=50K
2667,2667,<=50K
2668,2668,<=50K
2669,2669,<=50K
2670,2670,<=50K
2671,2671,<=50K
2672,2672,<=50K
2673,2673,<=50K
2674,2674,<=50K
2675,2675,<=50K
2676,2676,<=50K
2677,2677,<=50K
2678,2678,<=50K
2679,2679,>50K
2680,2680,<=50K
2681,2681,<=50K
2682,2682,>50K
2683,2683,<=50K
2684,2684,<=50K
2685,2685,<=50K
2686,2686,<=50K
2687,2687,<=50K
2688,2688,<=50K
2689,2689,<=50K
2690,2690,<=50K
2691,2691,<=50K
2692,2692,<=50K
2693,2693,<=50K
2694,2694,<=50K
2695,2695,<=50K
2696,2696,>50K
2697,2697,<=50K
2698,2698,<=50K
2699,2699,<=50K
2700,2700,<=50K
2701,2701,<=50K
2702,2702,<=50K
2703,2703,<=50K
2704,2704,>50K
2705,2705,<=50K
2706,2706,<=50K
2707,2707,<=50K
2708,2708,<=50K
2709,2709,<=50K
2710,2710,<=50K
2711,2711,<=50K
2712,2712,<=50K
2713,2713,>50K
2714,2714,<=50K
2715,2715,<=50K
2716,2716,<=50K
2717,2717,>50K
2718,2718,>50K
2719,2719,<=50K
2720,2720,<=50K
2721,2721,<=50K
2722,2722,<=50K
2723,2723,<=50K
2724,2724,<=50K
2725,2725,<=50K
2726,2726,<=50K
2727,2727,<=50K
2728,2728,<=50K
2729,2729,<=50K
2730,2730,<=50K
2731,2731,<=50K
2732,2732,<=50K
2733,2733,<=50K
2734,2734,<=50K
2735,2735,<=50K
2736,2736,<=50K
2737,2737,<=50K
2738,2738,<=50K
2739,2739,<=50K
2740,2740,<=50K
2741,2741,<=50K
2742,2742,<=50K
2743,2743,<=50K
2744,2744,<=50K
2745,2745,<=50K
2746,2746,<=50K
2747,2747,<=50K
2748,2748,<=50K
2749,2749,<=50K
